timestamp,flex_1,flex_2,flex_3,flex_4,flex_5,kalman_pitch,kalman_roll,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0,0.548,0.296,0.453,0.169,0.853,53.57,157.44,4369.6,-3616.24,11418.32,6822.28,1367.94,4650.06
19,0.698,0.0,0.716,0.135,0.0,21.33,96.57,6029.6,-188.24,6994.32,9524.28,4785.94,4312.06
38,0.916,0.0,0.0,0.439,0.316,3.41,64.12,8509.6,127.76,8834.32,8965.28,14826.94,5.06
59,0.851,0.205,0.0,0.554,0.606,-4.02,45.4,5129.6,-1228.24,13786.32,6485.28,24174.94,-2743.94
79,0.863,0.061,0.0,0.066,1.0,-8.22,34.71,1065.6,2895.76,14914.32,1419.28,21538.94,-5882.94
99,0.819,0.277,1.0,0.21,0.243,-13.34,26.74,1753.6,4627.76,13098.32,-4850.72,13045.94,-5316.94
119,0.858,0.342,0.0,0.095,0.766,-17.76,16.55,1569.6,163.76,12730.32,-9066.72,4413.94,-2708.94
139,0.881,0.061,0.901,0.003,0.025,-22.51,8.55,4017.6,411.76,12982.32,-7500.72,241.94,-766.94
159,0.804,0.035,0.268,0.284,0.359,-27.02,1.33,4109.6,-120.24,11766.32,-5539.72,-2242.06,217.06
179,0.886,0.133,0.0,0.078,0.374,-31.48,-4.33,4873.6,1407.76,11382.32,-5729.72,-2893.06,-2855.94
199,0.663,0.0,0.584,0.221,0.475,-35.26,-9.26,4753.6,1151.76,11746.32,-5425.72,-3096.06,-4965.94
219,0.698,0.0,0.0,0.439,0.287,-38.67,-13.8,4813.6,-0.24,12378.32,-4513.72,-5547.06,-4895.94
239,0.176,0.087,0.426,0.169,1.0,-42.9,-19.97,5065.6,-704.24,8086.32,-5186.72,-9879.06,-4292.94
259,0.465,0.14,0.03,0.083,1.0,-46.94,-24.78,4209.6,243.76,9582.32,-7032.72,-12048.06,-2374.94
279,0.774,0.0,1.0,0.227,0.0,-49.24,-29.9,2649.6,-3636.24,11334.32,-9274.72,-9831.06,724.06
299,0.823,0.068,0.822,0.101,0.533,-50.8,-34.72,3041.6,-5596.24,12282.32,-9543.72,-7648.06,3097.06
319,0.821,0.159,0.0,0.41,0.737,-51.35,-39.27,2281.6,-7156.24,12678.32,-9229.72,-3500.06,4886.06
339,0.797,0.368,0.69,0.043,0.0,-51.18,-44.14,2429.6,-8864.24,11610.32,-10836.72,806.94,5251.06
359,0.644,0.028,0.0,0.0,0.0,-49.77,-48.9,997.6,-12224.24,13422.32,-12751.72,5719.94,6709.06
